date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:21:53	386/386	---M--	302	error ('Found')	text/html	date:Mon,%2006%20Dec%202021%2014:21:52%20GMT	https://180.210.207.149/force_view/mobile	C:/Users/Goon/Downloads/Klik99/180.210.207.149/force_view/mobile	(from https://180.210.207.149/)
22:21:53	271150/271150	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2014:21:53%20GMT	https://180.210.207.149/?view=mobile	C:/Users/Goon/Downloads/Klik99/180.210.207.149/index5bd4.html	(from https://180.210.207.149/)
22:21:53	64572/64572	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2014:21:52%20GMT	https://180.210.207.149/register	C:/Users/Goon/Downloads/Klik99/180.210.207.149/register.html	(from https://180.210.207.149/)
22:21:53	70908/70908	---M--	200	added ('OK')	image/webp	etag:%2261498337-114fc%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/flag/id.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/flag/id.webp	(from https://180.210.207.149/)
22:21:54	338/338	---M--	302	error ('Found')	text/html	date:Mon,%2006%20Dec%202021%2014:21:53%20GMT	https://180.210.207.149/lang/id	C:/Users/Goon/Downloads/Klik99/180.210.207.149/lang/id	(from https://180.210.207.149/)
22:21:54	219/219	---M--	200	added ('OK')	image/webp	etag:%2261498337-db%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/ico-flag-id.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/ico-flag-id.webp	(from https://180.210.207.149/)
22:21:54	338/338	---M--	302	error ('Found')	text/html	date:Mon,%2006%20Dec%202021%2014:21:54%20GMT	https://180.210.207.149/lang/en	C:/Users/Goon/Downloads/Klik99/180.210.207.149/lang/en	(from https://180.210.207.149/)
22:21:54	1418/1418	---M--	200	added ('OK')	image/webp	etag:%2261498337-58a%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/ico-flag-uk.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/ico-flag-uk.webp	(from https://180.210.207.149/)
22:21:54	40194/40194	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2014:21:54%20GMT	https://180.210.207.149/games/sportbook	C:/Users/Goon/Downloads/Klik99/180.210.207.149/games/sportbook.html	(from https://180.210.207.149/)
22:21:55	40126/40126	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2014:21:54%20GMT	https://180.210.207.149/games/esport	C:/Users/Goon/Downloads/Klik99/180.210.207.149/games/esport.html	(from https://180.210.207.149/)
22:21:55	42602/42602	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2014:21:55%20GMT	https://180.210.207.149/games/slots	C:/Users/Goon/Downloads/Klik99/180.210.207.149/games/slots.html	(from https://180.210.207.149/)
22:21:56	42693/42693	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2014:21:55%20GMT	https://180.210.207.149/games/idnlive	C:/Users/Goon/Downloads/Klik99/180.210.207.149/games/idnlive.html	(from https://180.210.207.149/)
22:21:56	40117/40117	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2014:21:55%20GMT	https://180.210.207.149/games/togel	C:/Users/Goon/Downloads/Klik99/180.210.207.149/games/togel.html	(from https://180.210.207.149/)
22:21:56	40197/40197	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2014:21:56%20GMT	https://180.210.207.149/games/live_casino	C:/Users/Goon/Downloads/Klik99/180.210.207.149/games/live_casino.html	(from https://180.210.207.149/)
22:21:56	40221/40221	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2014:21:56%20GMT	https://180.210.207.149/games/mickeymouse	C:/Users/Goon/Downloads/Klik99/180.210.207.149/games/mickeymouse.html	(from https://180.210.207.149/)
22:21:57	42612/42612	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2014:21:56%20GMT	https://180.210.207.149/games/shot_fish	C:/Users/Goon/Downloads/Klik99/180.210.207.149/games/shot_fish.html	(from https://180.210.207.149/)
22:21:57	47046/47046	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2014:21:56%20GMT	https://180.210.207.149/referral	C:/Users/Goon/Downloads/Klik99/180.210.207.149/referral.html	(from https://180.210.207.149/)
22:21:57	193371/193371	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Dec%202021%2014:21:57%20GMT	https://180.210.207.149/promotion	C:/Users/Goon/Downloads/Klik99/180.210.207.149/promotion.html	(from https://180.210.207.149/)
22:21:57	134403/134403	---M--	200	added ('OK')	image/jpeg	etag:%22619e093b-20d03%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/Klik99/klik99_spesial-natal-&-tahun-baru_slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/Klik99/klik99_spesial-natal-&-tahun-baru_slider.jpg	(from https://180.210.207.149/)
22:21:57	79785/79785	---M--	200	added ('OK')	image/jpeg	etag:%22615ac131-137a9%22	https://object-d001-cloud.akucloud.com/banner/image/Klik99/promo/Klik99_Free%20Chips_Slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/Klik99/promo/Klik99_Free%20Chips_Slider.jpg	(from https://180.210.207.149/)
22:21:58	194/194	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Dec%202021%2014:21:57%20GMT	https://landingsplash.xyz/banner/image/Klik99/promo/Klik99_Referral_Slider.jpg	C:/Users/Goon/Downloads/Klik99/landingsplash.xyz/banner/image/Klik99/promo/Klik99_Referral_Slider.1d.delayed	(from https://180.210.207.149/)
22:21:58	97852/97852	---M--	200	added ('OK')	image/jpeg	etag:%22615ac132-17e3c%22	https://object-d001-cloud.akucloud.com/banner/image/Klik99/promo/Klik99_Referral_Slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/Klik99/promo/Klik99_Referral_Slider.jpg	(from https://180.210.207.149/)
22:21:58	194/194	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Dec%202021%2014:21:58%20GMT	https://landingsplash.xyz/banner/image/promotion/Wlb2c-AffCup-Slider.jpg	C:/Users/Goon/Downloads/Klik99/landingsplash.xyz/banner/image/promotion/Wlb2c-AffCup-Slider.jpg	(from https://180.210.207.149/)
22:21:59	85648/85648	---M--	200	added ('OK')	image/jpeg	etag:%22617e3186-14e90%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/Wlb2c-AffCup-Slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/Wlb2c-AffCup-Slider.jpg	(from https://180.210.207.149/)
22:21:59	86063/86063	---M--	200	added ('OK')	image/jpeg	etag:%2261adcc72-1502f%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/WLB2C_MLM3_Slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/WLB2C_MLM3_Slider.jpg	(from https://180.210.207.149/)
22:21:59	194/194	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Dec%202021%2014:21:59%20GMT	https://landingsplash.xyz/banner/image/promotion/Bola88_Natal-Idnlive_Slider.jpg	C:/Users/Goon/Downloads/Klik99/landingsplash.xyz/banner/image/promotion/Bola88_Natal-Idnlive_Slider.jpg	(from https://180.210.207.149/)
22:22:00	78382/78382	---M--	200	added ('OK')	image/jpeg	etag:%22619e417d-1322e%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/Bola88_Natal-Idnlive_Slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/Bola88_Natal-Idnlive_Slider.jpg	(from https://180.210.207.149/)
22:22:00	194/194	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Dec%202021%2014:21:59%20GMT	https://landingsplash.xyz/banner/image/promotion/WLB2C_QuizCornerChristmas_Slider-Web-Utama.jpg	C:/Users/Goon/Downloads/Klik99/landingsplash.xyz/banner/image/promotion/WLB2C_QuizCornerChristmas_Slider-Web-Utama.jpg	(from https://180.210.207.149/)
22:22:00	85592/85592	---M--	200	added ('OK')	image/jpeg	etag:%22619e1c9c-14e58%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/WLB2C_QuizCornerChristmas_Slider-Web-Utama.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/WLB2C_QuizCornerChristmas_Slider-Web-Utama.jpg	(from https://180.210.207.149/)
22:22:00	96672/96672	---M--	200	added ('OK')	image/jpeg	etag:%2261a8680f-179a0%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/All%20MM%20family_IDNSLOTCashdropMultiplePartII_Slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/All%20MM%20family_IDNSLOTCashdropMultiplePartII_Slider.jpg	(from https://180.210.207.149/)
22:22:00	194/194	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Dec%202021%2014:22:00%20GMT	https://landingsplash.xyz/banner/image/promotion/All%20UBO_PP%20Slot%20Daily%20Wins_Slider.jpg	C:/Users/Goon/Downloads/Klik99/landingsplash.xyz/banner/image/promotion/All%20UBO_PP%20Slot%20Daily%20Wins_Slider.jpg	(from https://180.210.207.149/)
22:22:01	90247/90247	---M--	200	added ('OK')	image/jpeg	etag:%2261a4b6c4-16087%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/All%20UBO_PP%20Slot%20Daily%20Wins_Slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/All%20UBO_PP%20Slot%20Daily%20Wins_Slider.jpg	(from https://180.210.207.149/)
22:22:01	65744/65744	---M--	200	added ('OK')	image/jpeg	etag:%2261a4a5ef-100d0%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/AllUbo_4DiamondsMegaway_MenuPromoWeb.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/AllUbo_4DiamondsMegaway_MenuPromoWeb.jpg	(from https://180.210.207.149/)
22:22:01	96343/96343	---M--	200	added ('OK')	image/jpeg	etag:%2261a6ff3f-17857%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/all%20mm%20family_HariAntiNarkoba_Slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/all%20mm%20family_HariAntiNarkoba_Slider.jpg	(from https://180.210.207.149/)
22:22:01	98689/98689	---M--	200	added ('OK')	image/jpeg	etag:%2261ad8df0-18181%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/Bolatangkas-Habanero-Slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/Bolatangkas-Habanero-Slider.jpg	(from https://180.210.207.149/)
22:22:02	94123/94123	---M--	200	added ('OK')	image/jpeg	etag:%2261adb996-16fab%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/MMFamily_CashDrop&SlotMania_Slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/MMFamily_CashDrop&SlotMania_Slider.jpg	(from https://180.210.207.149/)
22:22:02	52277/52277	---M--	200	added ('OK')	image/jpeg	etag:%2261a5a965-cc35%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/MajesticGold_Slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/MajesticGold_Slider.jpg	(from https://180.210.207.149/)
22:22:02	53570/53570	---M--	200	added ('OK')	image/jpeg	etag:%2261a5d013-d142%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/MM-Family_BountyGoldExclusivePromo_Slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/MM-Family_BountyGoldExclusivePromo_Slider.jpg	(from https://180.210.207.149/)
22:22:02	70108/70108	---M--	200	added ('OK')	image/jpeg	etag:%2261a5e507-111dc%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/Crazy%20Slot%20Mania_slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/Crazy%20Slot%20Mania_slider.jpg	(from https://180.210.207.149/)
22:22:02	194/194	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Dec%202021%2014:22:02%20GMT	https://landingsplash.xyz/banner/image/promotion/sports-AngpaoBonus-Slider.jpg	C:/Users/Goon/Downloads/Klik99/landingsplash.xyz/banner/image/promotion/sports-AngpaoBonus-Slider.jpg	(from https://180.210.207.149/)
22:22:03	110902/110902	---M--	200	added ('OK')	image/jpeg	etag:%22616f98d7-1b136%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/sports-AngpaoBonus-Slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/sports-AngpaoBonus-Slider.jpg	(from https://180.210.207.149/)
22:22:03	194/194	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Dec%202021%2014:22:03%20GMT	https://landingsplash.xyz/banner/image/promotion/sports88-HabaneroRace-Slider.jpg	C:/Users/Goon/Downloads/Klik99/landingsplash.xyz/banner/image/promotion/sports88-HabaneroRace-Slider.jpg	(from https://180.210.207.149/)
22:22:03	52641/52641	---M--	200	added ('OK')	image/jpeg	etag:%22616fa0e4-cda1%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/sports88-HabaneroRace-Slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/sports88-HabaneroRace-Slider.jpg	(from https://180.210.207.149/)
22:22:03	194/194	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Dec%202021%2014:22:03%20GMT	https://landingsplash.xyz/banner/image/promotion/wlb2c_Bonus-Kejutan-Harian_slider.jpg	C:/Users/Goon/Downloads/Klik99/landingsplash.xyz/banner/image/promotion/wlb2c_Bonus-Kejutan-Harian_slider.jpg	(from https://180.210.207.149/)
22:22:04	89709/89709	---M--	200	added ('OK')	image/jpeg	etag:%22616f8d60-15e6d%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/wlb2c_Bonus-Kejutan-Harian_slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/wlb2c_Bonus-Kejutan-Harian_slider.jpg	(from https://180.210.207.149/)
22:22:04	194/194	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Dec%202021%2014:22:03%20GMT	https://landingsplash.xyz/banner/image/promotion/WLB2C_MG-Bonus-Time-_Promo_Slider.jpg	C:/Users/Goon/Downloads/Klik99/landingsplash.xyz/banner/image/promotion/WLB2C_MG-Bonus-Time-_Promo_Slider.jpg	(from https://180.210.207.149/)
22:22:04	146971/146971	---M--	200	added ('OK')	image/jpeg	etag:%22619c11eb-23e1b%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/WLB2C_MG-Bonus-Time-_Promo_Slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/WLB2C_MG-Bonus-Time-_Promo_Slider.jpg	(from https://180.210.207.149/)
22:22:04	88241/88241	---M--	200	added ('OK')	image/jpeg	etag:%22617e3b29-158b1%22	https://object-d001-cloud.akucloud.com/banner/image/multiplayer/DewaBet_GrandJackpot_Slider.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/multiplayer/DewaBet_GrandJackpot_Slider.jpg	(from https://180.210.207.149/)
22:22:04	83066/83066	---M--	200	added ('OK')	image/jpeg	etag:%2261a5b280-1447a%22	https://object-d001-cloud.akucloud.com/banner/image/promotion/AllUBO-PlayStarChallenge-SliderWebUtama.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/promotion/AllUBO-PlayStarChallenge-SliderWebUtama.jpg	(from https://180.210.207.149/)
22:22:05	194/194	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Dec%202021%2014:22:04%20GMT	https://landingsplash.xyz/banner/image/Klik99/promo/Klik99_Free%20Chips_Sosmed%20No%20Link-min.jpg	C:/Users/Goon/Downloads/Klik99/landingsplash.xyz/banner/image/Klik99/promo/Klik99_Free%20Chips_Sosmed%20No%20Link-min.jpg	(from https://180.210.207.149/)
22:22:05	61934/61934	---M--	200	added ('OK')	image/jpeg	etag:%22615ac131-f1ee%22	https://object-d001-cloud.akucloud.com/banner/image/Klik99/promo/Klik99_Free%20Chips_Sosmed%20No%20Link-min.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/Klik99/promo/Klik99_Free%20Chips_Sosmed%20No%20Link-min.jpg	(from https://180.210.207.149/)
22:22:05	194/194	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Dec%202021%2014:22:05%20GMT	https://landingsplash.xyz/banner/image/Klik99/promo/Klik99_Referral_Sosmed%20No%20Link-min.jpg	C:/Users/Goon/Downloads/Klik99/landingsplash.xyz/banner/image/Klik99/promo/Klik99_Referral_Sosmed%20No%20Link-min.jpg	(from https://180.210.207.149/)
22:22:05	59697/59697	---M--	200	added ('OK')	image/jpeg	etag:%22615ac133-e931%22	https://object-d001-cloud.akucloud.com/banner/image/Klik99/promo/Klik99_Referral_Sosmed%20No%20Link-min.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/Klik99/promo/Klik99_Referral_Sosmed%20No%20Link-min.jpg	(from https://180.210.207.149/)
22:22:05	194/194	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2006%20Dec%202021%2014:22:05%20GMT	https://landingsplash.xyz/banner/image/Klik99/promo/Klik99_Banner%20Promosi_Sosmed%20No%20Link-min.jpg	C:/Users/Goon/Downloads/Klik99/landingsplash.xyz/banner/image/Klik99/promo/Klik99_Banner%20Promosi_Sosmed%20No%20Link-min.jpg	(from https://180.210.207.149/)
22:22:06	74851/74851	---M--	200	added ('OK')	image/jpeg	etag:%22615ac12e-12463%22	https://object-d001-cloud.akucloud.com/banner/image/Klik99/promo/Klik99_Banner%20Promosi_Sosmed%20No%20Link-min.jpg	C:/Users/Goon/Downloads/Klik99/object-d001-cloud.akucloud.com/banner/image/Klik99/promo/Klik99_Banner%20Promosi_Sosmed%20No%20Link-min.jpg	(from https://180.210.207.149/)
22:22:06	51950/51950	---M--	200	added ('OK')	image/webp	etag:%2261498337-caee%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/jenius.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/jenius.webp	(from https://180.210.207.149/)
22:22:06	21645/21645	---M--	200	added ('OK')	image/webp	etag:%2261498337-548d%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/dana.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/dana.webp	(from https://180.210.207.149/)
22:22:06	40610/40610	---M--	200	added ('OK')	image/webp	etag:%2261498337-9ea2%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/gopay.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/gopay.webp	(from https://180.210.207.149/)
22:22:07	11571/11571	---M--	200	added ('OK')	image/webp	etag:%2261498337-2d33%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/linkaja.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/linkaja.webp	(from https://180.210.207.149/)
22:22:07	6512/6512	---M--	200	added ('OK')	image/webp	etag:%2261498337-1970%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/ovo.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/ovo.webp	(from https://180.210.207.149/)
22:22:07	2029/2029	---M--	200	added ('OK')	image/webp	etag:%2261498337-7ed%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/bca.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/bca.webp	(from https://180.210.207.149/)
22:22:07	3525/3525	---M--	200	added ('OK')	image/webp	etag:%2261498337-dc5%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/mandiri.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/mandiri.webp	(from https://180.210.207.149/)
22:22:07	4032/4032	---M--	200	added ('OK')	image/webp	etag:%2261498337-fc0%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/bri.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/bri.webp	(from https://180.210.207.149/)
22:22:08	2563/2563	---M--	200	added ('OK')	image/webp	etag:%2261498337-a03%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/bni.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/bni.webp	(from https://180.210.207.149/)
22:22:08	2095/2095	---M--	200	added ('OK')	image/webp	etag:%2261498337-82f%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/cimb.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/cimb.webp	(from https://180.210.207.149/)
22:22:08	2138/2138	---M--	200	added ('OK')	image/webp	etag:%2261498337-85a%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/permata.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/permata.webp	(from https://180.210.207.149/)
22:22:08	2279/2279	---M--	200	added ('OK')	image/webp	etag:%2261498337-8e7%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/maybank.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/maybank.webp	(from https://180.210.207.149/)
22:22:08	1839/1839	---M--	200	added ('OK')	image/webp	etag:%2261498337-72f%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/panin.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/panin.webp	(from https://180.210.207.149/)
22:22:09	1914/1914	---M--	200	added ('OK')	image/webp	etag:%2261498337-77a%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/mega.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/logo/bank/mega.webp	(from https://180.210.207.149/)
22:22:09	43761/43761	---M--	200	added ('OK')	image/gif	etag:%2261498337-aaf1%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/home/Easy-Steps.gif	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/home/Easy-Steps.gif	(from https://180.210.207.149/)
22:22:09	8880/8880	---M--	200	added ('OK')	image/webp	etag:%2261498337-22b0%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/home/Device.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/home/Device.webp	(from https://180.210.207.149/)
22:22:09	8134/8134	---M--	200	added ('OK')	image/webp	etag:%2261498337-1fc6%22	https://180.210.207.149/template/alpha/desktop/assets/klik99/img/home/Live-Chat.webp	C:/Users/Goon/Downloads/Klik99/180.210.207.149/template/alpha/desktop/assets/klik99/img/home/Live-Chat.webp	(from https://180.210.207.149/)
